,timestamp,Humidity,Temperature,Motion
396,Tue Feb 23 12:59:49 2021,161.0,11.0,0
397,Tue Feb 23 12:59:49 2021,161.0,11.0,0
398,Tue Feb 23 12:59:49 2021,161.0,11.0,0
399,Tue Feb 23 12:59:49 2021,161.0,11.0,0
400,Tue Feb 23 12:59:49 2021,161.0,11.0,0
401,Tue Feb 23 12:59:49 2021,161.0,11.0,0
402,Tue Feb 23 12:59:49 2021,161.0,11.0,0
403,Tue Feb 23 12:59:49 2021,161.0,11.0,0
404,Tue Feb 23 12:59:49 2021,161.0,11.0,0
405,Tue Feb 23 12:59:49 2021,161.0,11.0,0
406,Tue Feb 23 12:59:49 2021,161.0,11.0,0
407,Tue Feb 23 12:59:49 2021,161.0,11.0,0
408,Tue Feb 23 12:59:49 2021,161.0,11.0,0
409,Tue Feb 23 12:59:49 2021,161.0,11.0,0
410,Tue Feb 23 12:59:49 2021,161.0,11.0,0
411,Tue Feb 23 12:59:49 2021,161.0,11.0,0
412,Tue Feb 23 12:59:49 2021,161.0,11.0,0
413,Tue Feb 23 12:59:49 2021,161.0,11.0,0
414,Tue Feb 23 12:59:49 2021,161.0,11.0,0
415,Tue Feb 23 12:59:49 2021,161.0,11.0,0
416,Tue Feb 23 12:59:49 2021,161.0,11.0,0
417,Tue Feb 23 12:59:49 2021,161.0,11.0,0
418,Tue Feb 23 12:59:49 2021,161.0,11.0,0
419,Tue Feb 23 12:59:49 2021,161.0,11.0,0
420,Tue Feb 23 12:59:49 2021,161.0,11.0,0
421,Tue Feb 23 12:59:49 2021,161.0,11.0,0
422,Tue Feb 23 12:59:49 2021,161.0,11.0,0
423,Tue Feb 23 12:59:50 2021,161.0,11.0,0
424,Tue Feb 23 12:59:50 2021,66.0,22.0,0
425,Tue Feb 23 12:59:50 2021,66.0,22.0,0
426,Tue Feb 23 12:59:50 2021,66.0,22.0,0
427,Tue Feb 23 12:59:50 2021,66.0,22.0,0
428,Tue Feb 23 12:59:50 2021,66.0,22.0,0
429,Tue Feb 23 12:59:50 2021,66.0,22.0,0
430,Tue Feb 23 12:59:50 2021,66.0,22.0,0
431,Tue Feb 23 12:59:50 2021,66.0,22.0,0
432,Tue Feb 23 12:59:50 2021,66.0,22.0,0
433,Tue Feb 23 12:59:50 2021,66.0,22.0,0
434,Tue Feb 23 12:59:50 2021,66.0,22.0,0
435,Tue Feb 23 12:59:50 2021,66.0,22.0,0
436,Tue Feb 23 12:59:50 2021,66.0,22.0,0
437,Tue Feb 23 12:59:50 2021,66.0,22.0,0
438,Tue Feb 23 12:59:50 2021,66.0,22.0,0
439,Tue Feb 23 12:59:50 2021,66.0,22.0,0
440,Tue Feb 23 12:59:50 2021,66.0,22.0,0
441,Tue Feb 23 12:59:50 2021,66.0,22.0,0
442,Tue Feb 23 12:59:50 2021,66.0,22.0,0
443,Tue Feb 23 12:59:50 2021,66.0,22.0,0
444,Tue Feb 23 12:59:50 2021,66.0,22.0,0
445,Tue Feb 23 12:59:50 2021,66.0,22.0,0
446,Tue Feb 23 12:59:50 2021,66.0,22.0,0
447,Tue Feb 23 12:59:50 2021,66.0,22.0,0
448,Tue Feb 23 12:59:50 2021,66.0,22.0,0
449,Tue Feb 23 12:59:50 2021,66.0,22.0,0
450,Tue Feb 23 12:59:50 2021,66.0,22.0,0
451,Tue Feb 23 12:59:50 2021,66.0,22.0,0
452,Tue Feb 23 12:59:50 2021,66.0,22.0,0
453,Tue Feb 23 12:59:50 2021,66.0,22.0,0
454,Tue Feb 23 12:59:50 2021,66.0,22.0,0
455,Tue Feb 23 12:59:50 2021,66.0,22.0,0
456,Tue Feb 23 12:59:50 2021,66.0,22.0,0
457,Tue Feb 23 12:59:50 2021,66.0,22.0,0
458,Tue Feb 23 12:59:50 2021,66.0,22.0,0
